Search term,Match type,Campaign,Ad group,Keyword,Clicks,Impr.,Cost
distribuidores de ropa americana,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,3,2.6
inoxforni a6 precio,Phrase match (close variant),MX - Crafts,Professional Tools_Distributor_Phrase,"""distribuidor de hornos""",2,5,2.85
ropa mayoreo puebla,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,10,1.85
donde comprar ropa a mayoreo,Exact match (close variant),MX - Apparel,Clothing_Exact,[comprar ropa al por mayor],2,2,2.73
prosa rimel mayoreo,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,6,2.98
proveedor de ropa deportiva,Exact match (close variant),MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",2,18,1.81
facturas amazon mexico,Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,"""facturar amazon mexico""",2,9,8.53
distribuidora de maquillaje,Exact match (close variant),MX - Beauty,Makeup_Wholesale_Exact,[mayorista de maquillaje],2,20,3.14
pacas de ropa deportiva original,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",2,3,1.86
productos de belleza a mayoreo,Exact match (close variant),MX - Beauty,Makeup_Wholesale_Exact,[productos de belleza al por mayor],2,3,2.5
proveedores de ropa de marca,Phrase match,MX - Apparel,Clothing_Phrase,"""ropa de marca""",2,6,2.57
proveedor maquillaje,Exact match (close variant),MX - Beauty,Makeup_Supplier_Exact,[proveedor de maquillaje],2,12,1.15
horno electrico industrial,Phrase match (close variant),MX - Crafts,Garden_Phrase,"""hornos eléctricos profesionales""",2,7,4.12
pantalones de trabajo para hombre,Exact match (close variant),MX - Crafts,Professional Tools_Phrase,"""pantalón de trabajo hombre""",2,19,3.82
bissu distribuidor,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,13,6.69
venta de articulos para salon de belleza,Exact match (close variant),MX - Beauty,Shop_Cosmetics_Exact,[tienda para esteticistas],2,1,3.4
perfumes originales mayoreo,Phrase match (close variant),MX - Beauty,Fragrance_Distributors_Phrase,"""distribuidores perfume""",2,14,1.78
como facturar un pedido de amazon,Exact match (close variant),MX - Invoice AMZ,Invoicing_Exact,[factura pedidos amazon],2,4,27.26
cupon primera compra amazon business,Phrase match,MX - Brand Phrase,Pure_Phrase,"""amazon business""",2,8,0.3
amazon business precio,Phrase match (close variant),MX - Brand Phrase,Account_Phrase,"""cuenta amazon business""",2,6,2.43
como facturar en amazon business,Phrase match (close variant),MX - Brand Phrase,Account_Phrase,"""cuenta de empresa en amazon""",2,23,7.42
amazon business login,Phrase match,MX - Brand Phrase,Pure_Phrase,"""amazon business""",2,4,1.17
proveedor de iphones al por mayor,Phrase match (close variant),MX - Shops,Shops_Wholesalers_Electronics_Phrase,"""mayoristas de electrónica""",2,3,1.94
sillas para restaurantes,Phrase match (close variant),MX - Food,Furniture_Restaurant_Phrase,"""mobiliario de restaurante""",2,4,3
dulces importados por mayoreo,Phrase match (close variant),MX - Food,Food_Wholesalers_Phrase,"""mayoristas de dulces""",2,14,4.27
proveedores de leche,Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,"""productos lácteos al por mayor""",2,16,3.41
amazon vendorcentral,Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,"""amazon para empresas""",2,3,41.78
amazon pos system,Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,"""amazon for business""",2,3,4.96
bolsa kraft mayoreo,Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",2,5,2.8
electrolit por mayoreo,Phrase match (close variant),MX - Generic,Wholesales_Phrase,"""al por mayor""",2,13,3.61
folders tamaño oficio,Phrase match (close variant),MX - Office,Generic_Phrase,"""suministros oficina""",2,13,2.71
perfume mayoreo,Phrase match (close variant),MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",2,8,4.25
mayoreo amazon,Exact match (close variant),MX - Generic AMZ,Generic_Wholesales_Purchasing_Exact,[comprar al por mayor amazon],2,5,2.89
proveedores de skincare coreano en mexico,Phrase match (close variant),MX - Beauty,Skin Care_Wholesale_Phrase,"""mayorista de productos para el cuidado de la piel""",2,9,5.63
donde comprar libretas por mayoreo,Exact match (close variant),MX - Office,Office Supplies_Wholesalers_Exact,[cuadernos mayorista],2,3,9.17
material de papeleria mayoreo,Exact match (close variant),MX - Office,Wholesales_Exact,[comercio al por mayor de artículos de papelería],2,4,3.57
airpods mayorista,Phrase match (close variant),MX - Shops,Shops_Wholesales_Electronics_Phrase,"""productos electrónicos al por mayor""",2,11,3.69
muebles para punto de venta,Phrase match (close variant),MX - Shops,Shops_Furniture_Phrase,"""mobiliario para tiendas""",2,2,3.33
electrónica mayoreo cdmx,Phrase match (close variant),MX - Shops,Shops_Wholesales_Electronics_Phrase,"""productos electrónicos al por mayor""",2,7,2.35
belleza mayoreo,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,11,3.17
proveedor de tintes kuul,Phrase match (close variant),MX - Beauty,Hair Styling_Distributors_Phrase,"""distribuidores de productos para el cabello""",2,8,4.16
mini perfumes originales mayoreo,Phrase match (close variant),MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",2,16,4.35
proveedores todo a 3 pesos,Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",2,8,4.8
productos para papeleria por mayoreo,Exact match (close variant),MX - Office,Wholesales_Exact,[comercio al por mayor de artículos de papelería],2,7,2.83
como descargar facturas en amazon,Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,"""pedir factura en amazon""",2,12,9.37
pestañas mayoreo,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,6,2.66
amazon profesional,Exact match (close variant),MX - Brand Exact,Pure_Exact,[amazon para empresas],2,12,1.91
folders tamaño carta,Phrase match (close variant),MX - Office,Generic_Phrase,"""suministros oficina""",2,74,2.41
sillas para oficina queretaro,Phrase match (close variant),MX - Office,Office Furniture_Distributors_Phrase,"""distribuidores de sillas de oficina""",2,4,4.78
como cambiar de amazon business a personal,Phrase match (close variant),MX - Brand Phrase,Account_Phrase,"""cuenta de empresa de amazon""",2,4,12.11
amazon business primera compra,Phrase match,MX - Brand Phrase,Pure_Phrase,"""amazon business""",2,4,0.02
articulos de papeleria,Exact match (close variant),MX - Office,Products_Exact,[material de papelería],2,31,4.72
paquete 500 hojas blancas,Phrase match (close variant),MX - Office,Generic_Phrase,"""suministros oficina""",2,9,4.33
facturacion de amazon,Exact match (close variant),MX - Invoice AMZ,Invoice_Exact,[factura amazon],2,7,8.27
amazon méxico corporativo,Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,"""amazon empresa""",2,32,2.21
proveedores tenis originales,Phrase match (close variant),MX - Shops,Shops_Distributors_Clothing_Phrase,"""distribuidores de calzado""",2,6,1.23
proveedores de perfumes originales en guadalajara,Phrase match (close variant),MX - Beauty,Fragrance_Distributors_Phrase,"""distribuidores perfume""",2,4,3.11
dónde comprar perfumes originales para revender,Phrase match (close variant),MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",2,9,3.72
mayoreo cosmeticos,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,6,3.83
máquina nescafé para negocio,Phrase match (close variant),MX - Food,Coffee Machines_Phrase,"""máquinas de café profesionales""",2,5,1.94
dulces para revender,Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",2,3,5.14
iniciar sesion amazon business,Phrase match (close variant),MX - Brand Phrase,Account_Phrase,"""cuenta de empresa en amazon""",2,2,1.68
amazon fulfilment center,Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,"""amazon empresa""",2,5,16.77
maquillajes para revender,Exact match (close variant),MX - Beauty,Makeup_Wholesale_Exact,[mayorista de maquillaje],2,2,4.3
lotes maquillaje alta gama,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,5,3.04
mesa de juntas,Exact match (close variant),MX - Office,Furniture_Exact,[mesa conferencias],2,47,2.99
folder tamaño oficio,Phrase match (close variant),MX - Office,Generic_Phrase,"""suministros oficina""",2,23,2.48
silla secretarial,Phrase match (close variant),MX - Office,Generic_Phrase,"""equipamiento escritorio""",2,61,1.8
venta de perfumes originales por mayoreo,Phrase match (close variant),MX - Beauty,Fragrance_Wholesale_Phrase,"""mayorista de perfume""",2,22,4.24
camisas uniforme hombre,Phrase match (close variant),MX - Industrial,Clothing_Phrase,"""ropa industrial""",2,1,3.26
muebles para barberia,Phrase match (close variant),MX - Beauty,Furniture_Hair_Phrase,"""muebles de peluquerías""",2,19,2.82
pinzas para el cabello mayoreo,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,14,2.31
donde comprar perfumes originales por mayoreo,Phrase match (close variant),MX - Beauty,Fragrance_Wholesale_Phrase,"""mayorista de perfume""",2,10,3.75
tocobo mayoreo,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,9,2.56
papelerías mayoreo,Exact match (close variant),MX - Office,Wholesales_Exact,[comercio al por mayor de artículos de papelería],2,7,1.16
donde ver las facturas de amazon,Exact match (close variant),MX - Invoice AMZ,Invoice_Exact,[factura amazon],2,5,16.26
seller central mexico,Phrase match,MX - Invoice AMZ,Invoice_Phrase,"""seller central""",2,14,4.77
vendor central,Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,"""amazon empresarial""",2,107,13.31
beneficios de amazon business,Phrase match (close variant),MX - Brand Phrase,Account_Phrase,"""cuenta de empresa en amazon""",2,31,4.11
proveedor de playeras,Phrase match (close variant),MX - Materials,Materials_Suppliers_Textiles_Phrase,"""proveedores textiles""",2,18,3.33
cafeteras automaticas para negocio,Phrase match (close variant),MX - Food,Coffee Machines_Phrase,"""máquinas de café profesionales""",2,4,4.04
amazon fbm,Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,"""amazon empresarial""",2,27,7.27
monster por mayoreo,Phrase match (close variant),MX - Food,Food_Distributor_Phrase,"""distribuidor de bebidas""",2,6,2.89
cuenta empresarial amazon,Exact match (close variant),MX - Brand Phrase,Account_Phrase,"""cuenta amazon business""",2,2,0.52
separadores de archiveros,Phrase match (close variant),MX - Office,Generic_Phrase,"""suministros oficina""",2,13,3.02
como son las facturas de amazon,Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,"""factura en amazon""",2,4,9.12
venta de mayoreo de productos de belleza,Exact match (close variant),MX - Beauty,Makeup_Wholesale_Exact,[productos de belleza al por mayor],2,6,2.66
mayoreo bissu,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,19,3.78
loreal mayoreo,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,7,2.38
proveedores de skincare,Exact match (close variant),MX - Beauty,Skin Care_Supplier_Exact,[proveedor de productos para el cuidado de la piel],2,7,2.49
rack para ropa industrial,Phrase match (close variant),MX - Industrial,Furniture_Phrase,"""muebles industriales""",2,5,3.34
mini botellas de licor al por mayor,Phrase match (close variant),MX - Food,Food_Distributor_Phrase,"""distribuidor de bebidas""",2,5,3.04
amazon para empresas mexico,Phrase match (close variant),MX - Brand Phrase,Account_Phrase,"""cuenta de empresa en amazon""",2,3,0.04
fabrica de vasos de plastico,Phrase match (close variant),MX - Food,Glassware_Suppliers_Phrase,"""proveedores vasos""",2,12,1.68
maquinas para cafeterias,Exact match (close variant),MX - Food,Coffee Machines_Phrase,"""máquinas de café profesionales""",2,10,2
articulos para carros,Exact match (close variant),MX - Automotive,Purchasing_Phrase,"""comprar accesorios para automóviles""",2,1,2.62
proveedor para restaurante,Phrase match (close variant),MX - Food,Food_Distributor_Phrase,"""distribuidor de productos de alimentación""",2,2,3.22
amazon wholesale,Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,"""amazon business""",2,13,0.62
máquinas de café andatti,Phrase match (close variant),MX - Food,Coffee Machines_Phrase,"""máquinas de café profesionales""",2,5,2.4
paquete de hojas,Phrase match (close variant),MX - Office,Generic_Phrase,"""suministros oficina""",2,31,4.51
cómo facturar en amazon méxico,Phrase match (close variant),MX - Invoice AMZ,Invoice_Phrase,"""facturar amazon mexico""",2,3,3.42
como es una factura de amazon,Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,"""como facturar en amazon""",2,9,10.28
como facturar una compra en amazon,Exact match (close variant),MX - Invoice AMZ,Invoice_Exact,[factura amazon],2,23,4.81
lip balm mayoreo,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,6,3.94
saldos de maquillaje,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,7,2.97
proveedores de perfumes en mexico,Phrase match,MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",2,6,4.01
distribuidora de leche en polvo por sacos,Phrase match (close variant),MX - Food,Food_Distributor_Phrase,"""distribuidor de productos de alimentación""",2,4,5.13
paletas de hielo por mayoreo,Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",2,9,2.59
como cambiar de amazon business a amazon normal,Phrase match (close variant),MX - Brand Phrase,Account_Phrase,"""cuenta de empresa en amazon""",2,24,25.4
matraca ktc,Phrase match (close variant),MX - Crafts,Hand Tools_Phrase,"""herramientas manuales profesionales""",2,2,2.1
cajonera oficina,Phrase match (close variant),MX - Office,Generic_Phrase,"""equipamiento escritorio""",2,9,2.68
donde comprar maquillaje elf por mayoreo,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,8,1.45
congeladas de rompope por mayoreo,Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",2,26,3.84
equipos para cocina de restaurante,Phrase match (close variant),MX - Food,Shop_Phrase,"""tienda de hostelería""",2,3,3.06
plato trinche blanco mayoreo,Phrase match (close variant),MX - Food,Cultlery_Suppliers_Phrase,"""proveedores vajillas""",2,5,3.49
venta de uniformes para meseros,Phrase match (close variant),MX - Food,Clothing_Restaurant_Phrase,"""uniforme para restaurante""",2,2,2.4
buldak mayoreo mexico,Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",2,15,2.92
productos de papeleria y temporada distribuidores,Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",2,10,1.32
proveedor de telefonos,Exact match (close variant),MX - Electronics,Cell Phones_Distributor_Phrase,"""distribuidores de smartphone""",2,2,2.68
refrescos mayoreo,Phrase match (close variant),MX - Food,Food_Distributor_Phrase,"""distribuidor de bebidas""",2,20,1.79
palomitas gourmet mayoreo,Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",2,8,6.38
